Skupina,Podskupina,Kategorie_vyrobku,Zdroj,Included,HS_ID,Produkt_HS6,Produkt_HS4,Produkt_HS2,OEC ID,EU_Import_2022,CZ_Import_2022,Komplexita_vyrobku_2022,Svet_export_2022,Svet_export_2021,EU_export_2021,EU_export_2022,EU_svetovy_podil_2021,EU_svetovy_podil_2022,CZ_svetovy_podil_2021,CZ_svetovy_podil_2022,CZ_EU_podil_2021,CZ_EU_podil_2022,CZ_export_2021,CZ_export_2022,Pribuznost_CZ_2022,Vyhoda_CZ_2022,Koncentrace_trhu_2021,Koncentrace_trhu_2022,CAGR_2022_30_ANALYSIS,IS_REALCAGR,CAGR_2022_30_FORECAST,Svet_2023_export,Svet_2024_export,Svet_2025_export,Svet_2026_export,Svet_2027_export,Svet_2028_export,Svet_2029_export,Svet_2030_export,CZ_2023_export,CZ_2024_export,CZ_2025_export,CZ_2026_export,CZ_2027_export,CZ_2028_export,CZ_2029_export,CZ_2030_export,CZ_Total_Export_25_30,EU_2023_export,EU_2024_export,Eu_2025_export,EU_2026_export,EU_2027_export,EU_2028_export,EU_2029_export,EU_2030_export,EU_Total_Export_25_30
01. Energy efficiency,01b. Heat pumps,Heat pumps,LSE Navigator,IN,841861,Compression refrigeration equipment with heat exchange,Refrigerators,"Machinery, mechanical appliances, & parts",16841861,4541025811,160835058,1.057638011,5838915655,4624731923,3012293838,3527716842,0.651345,0.604173,0.063461,0.044163,0.097431,0.073097,293490000,257866659,0.368707397,4.415564005,0.061996012,0.103785542,,N,0.0400,6072472281.2000,6315371172.4480,6567986019.3459,6830705460.1198,7103933678.5246,7388091025.6655,7683614666.6922,7990959253.3598,326773170.4969,339844097.3168,353437861.2095,367575375.6579,382278390.6842,397569526.3116,413472307.3640,430011199.6586,2344344660.8857,3812048557.9945,3964530500.3143,4123111720.3269,4288036189.1400,4459557636.7056,4637939942.1738,4823457539.8607,5016395841.4552,27348498869.6620
01. Energy efficiency,01b. Heat pumps,Heat pumps,LSE Navigator,IN,841581,Air conditioners nes with reverse cycle refrigeration,Air Conditioners,"Machinery, mechanical appliances, & parts",16841581,1372205122,43292467,0.229507574,2914280545,3143815337,839746955,788872149,0.267111,0.270692,0.021373,0.024071,0.080016,0.088925,67193081,70150393,0.351858153,2.406699923,0.143302763,0.122434714,,N,0.0400,3030851766.8000,3152085837.4720,3278169270.9709,3409296041.8097,3545667883.4821,3687494598.8214,3834994382.7742,3988394158.0852,68867553.9934,71622256.1531,74487146.3992,77466632.2552,80565297.5454,83787909.4472,87139425.8251,90625002.8581,494071414.3302,815000101.5189,847600105.5797,881504109.8028,916764274.1950,953434845.1628,991572238.9693,1031235128.5280,1072484533.6692,5846995130.3270
01. Energy efficiency,01b. Heat pumps,Heat pumps,LSE Navigator,IN,841869,Refrigerating or freezing equipment nes,Refrigerators,"Machinery, mechanical appliances, & parts",16841869,3042096749,86357659,0.809849305,11752256358,10957564916,4016564935,4448634635,0.366556,0.378535,0.010826,0.012032,0.029535,0.031785,118630517,141398996,0.356856423,1.202951899,0.08015675,0.096683976,,N,0.0400,12222346612.3200,12711240476.8128,13219690095.8853,13748477699.7207,14298416807.7096,14870353480.0179,15465167619.2187,16083774323.9874,139689225.9310,145276794.9682,151087866.7669,157131381.4376,163416636.6951,169953302.1629,176751434.2495,183821491.6194,1002162112.9315,4553379354.9949,4735514529.1947,4924935110.3625,5121932514.7770,5326809815.3681,5539882207.9828,5761477496.3021,5991936596.1542,32666973740.9468
02. Green energy,02b. Energy storage,Hydrogen and CO2,LSE Navigator,IN,841410,Vacuum pumps,Air Pumps,"Machinery, mechanical appliances, & parts",16841410,1485936511,55456378,1.274190993,5576311612,5246359241,2377952911,2372053809,0.453258,0.425380,0.039956,0.041555,0.088152,0.097688,209621743,231721361,0.362795684,4.154724477,0.086158479,0.099036516,,N,0.0400,5799364076.4800,6031338639.5392,6272592185.1208,6523495872.5256,6784435707.4266,7055813135.7237,7338045661.1526,7631567487.5987,236353815.6505,245807968.2766,255640287.0076,265865898.4879,276500534.4274,287560555.8045,299062978.0367,311025497.1582,1695655750.9224,2547771296.0002,2649682147.8402,2755669433.7539,2865896211.1040,2980532059.5482,3099753341.9301,3223743475.6073,3352693214.6316,18278287736.5750
02. Green energy,02b. Energy storage,Hydrogen and CO2,LSE Navigator,IN,840420,Condensers for steam or vapour power units,Boiler Plants,"Machinery, mechanical appliances, & parts",16840420,9849926,874568,,207533721,231293068,55158464,25112494,0.238479,0.121004,0.012344,0.010556,0.051763,0.087235,2855140,2190699,0.321538934,1.05540034,0.218495599,0.216578973,,N,0.0400,215835069.8400,224468472.6336,233447211.5389,242785100.0005,252496504.0005,262596364.1605,273100218.7270,284024227.4760,2471324.7649,2570177.7555,2672984.8657,2779904.2603,2891100.4307,3006744.4480,3127014.2259,3252094.7949,17729843.0255,38794527.4335,40346308.5308,41960160.8720,43638567.3069,45384109.9992,47199474.3992,49087453.3751,51050951.5101,278320717.4626
02. Green energy,02b. Energy storage,Hydrogen and CO2,LSE Navigator,IN,840490,"Steam, vapour generating boiler auxiliary plant parts",Boiler Plants,"Machinery, mechanical appliances, & parts",16840490,120009613,6933870,0.616297926,540600217,592827166,175170626,154726017,0.295483,0.286212,0.008245,0.007272,0.027902,0.025407,4887587,3931175,0.30965991,0.727058497,0.094191084,0.098204493,,N,0.0400,562224225.6800,584713194.7072,608101722.4955,632425791.3953,657722823.0511,684031735.9732,711393005.4121,739848725.6286,4361850.9245,4536324.9615,4717777.9600,4906489.0784,5102748.6415,5306858.5871,5519132.9306,5739898.2479,31292905.4454,163521510.3957,170062370.8116,176864865.6440,183939460.2698,191297038.6806,198948920.2278,206906877.0369,215183152.1184,1173140313.9775
01. Energy efficiency,01b. Industrial efficiency,Industrial efficiency,LSE Navigator,IN,841459,"Electric fans, motor > 125 watts",Air Pumps,"Machinery, mechanical appliances, & parts",16841459,4699144041,262451989,0.47277084,15917379039,14622671866,5631812835,5787692355,0.385143,0.363608,0.007836,0.007443,0.020345,0.020468,114580397,118465114,0.317542055,0.744118516,0.106682706,0.125242921,,N,0.0400,16554074200.5600,17216237168.5824,17904886655.3257,18621082121.5387,19365925406.4003,20140562422.6563,20946184919.5625,21784032316.3450,126459103.2656,131517467.3962,136778166.0920,142249292.7357,147939264.4451,153856835.0229,160011108.4239,166411552.7608,907246219.4804,6197439032.7032,6445336594.0113,6703150057.7718,6971276060.0827,7250127102.4860,7540132186.5854,7841737474.0488,8155406973.0108,44461829853.9854
01. Energy efficiency,01b. Industrial efficiency,Industrial efficiency,LSE Navigator,IN,381511,"Supported catalysts, nickel based",Reaction and Catalytic Products,Chemical products n.e.s.,6381511,363709442,2288007,0.659395412,1464906223,1240004523,543064813,552808583,0.437954,0.377368,0.000003,0.001611,0.000006,0.004269,3226,2359688,0.280968178,0.161052679,0.11882863,0.18510422,,N,0.0400,1523502471.9200,1584442570.7968,1647820273.6287,1713733084.5738,1782282407.9568,1853573704.2750,1927716652.4460,2004825318.5439,1229019.5346,1278180.3160,1329307.5286,1382479.8298,1437779.0230,1495290.1839,1555101.7913,1617305.8629,8817264.2195,621072385.4039,645915280.8200,671751892.0528,698621967.7350,726566846.4443,755629520.3021,785854701.1142,817288889.1588,4455713816.8072
01. Energy efficiency,01c. Industrial efficiency,Industrial efficiency,LSE Navigator,IN,842139,Filtering or purifying machinery for gases nes,Centrifuges,"Machinery, mechanical appliances, & parts",16842139,11893856345,1226459939,0.537058337,31515480903,33240198230,13308688943,13257795033,0.400379,0.420676,0.043445,0.043441,0.108509,0.103265,1444114168,1369065333,0.394426397,4.343336001,0.084125857,0.08362038,,N,0.0400,32776100139.1200,34087144144.6848,35450629910.4722,36868655106.8911,38343401311.1667,39877137363.6134,41472222858.1579,43131111772.4843,1423889729.9708,1480845319.1696,1540079131.9364,1601682297.2139,1665749589.1024,1732379572.6665,1801674755.5732,1873741745.7961,10215307092.2885,13455490242.8057,13993709852.5179,14553458246.6186,15135596576.4833,15741020439.5427,16370661257.1244,17025487707.4094,17706507215.7057,96532731442.8841
01. Energy efficiency,01c. Industrial efficiency,Industrial efficiency,LSE Navigator,IN,903220,Manostats,Thermostats,"Optical, photo, & film equipment; medical instruments",18903220,469536606,19399574,1.248873434,1040180445,1072022158,753653659,664135040,0.703021,0.638481,0.032299,0.024327,0.045944,0.038101,34625720,25304015,0.381031881,2.432226098,0.106603426,0.088994798,,N,0.0400,1081787662.8000,1125059169.3120,1170061536.0845,1216863997.5279,1265538557.4290,1316160099.7261,1368806503.7152,1423558763.8638,30628657.9893,31853804.3088,33127956.4812,34453074.7404,35831197.7301,37264445.6393,38755023.4648,40305224.4034,219736922.4592,725609725.8140,754634114.8466,784819479.4404,816212258.6181,848860748.9628,882815178.9213,918127786.0781,954852897.5213,5205688349.5420
01. Energy efficiency,01c. Industrial efficiency,Industrial efficiency,LSE Navigator,IN,903300,Parts/accessories nes for optical/electric instrument,Opto-Electric Instrument Parts,"Optical, photo, & film equipment; medical instruments",18903300,1095449494,37480970,0.884620797,3147917719,3082327240,1227438120,1240850174,0.398218,0.394181,0.021416,0.019443,0.053779,0.049324,66010190,61204046,0.349075601,1.943927007,0.054914281,0.063720299,,N,0.0400,3273834427.7600,3404787804.8704,3540979317.0652,3682618489.7478,3829923229.3377,3983120158.5113,4142444964.8517,4308142763.4458,66881828.9904,69557102.1500,72339386.2360,75232961.6855,78242280.1529,81371971.3590,84626850.2134,88011924.2219,479825373.8687,1297091952.9886,1348975631.1081,1402934656.3525,1459052042.6066,1517414124.3108,1578110689.2833,1641235116.8546,1706884521.5288,9305631150.9365
01. Energy efficiency,01c. Industrial efficiency,Industrial efficiency,LSE Navigator,IN,902680,"Equipment to measure, check gas/liquid properties nes",Gas and Liquid Flow Measuring Instruments,"Optical, photo, & film equipment; medical instruments",18902680,1360643235,54685339,0.948117308,3786040506,3810592978,1665619706,1545146430,0.437102,0.408117,0.012624,0.015109,0.028882,0.037022,48106371,57204234,0.381646146,1.510657848,0.086456265,0.086170239,,N,0.0400,3937482126.2400,4094981411.2896,4258780667.7412,4429131894.4508,4606297170.2289,4790549057.0380,4982171019.3195,5181457860.0923,54600335.5464,56784348.9682,59055722.9269,61417951.8440,63874669.9178,66429656.7145,69086842.9831,71850316.7024,391715161.0886,1664017778.3734,1730578489.5083,1799801629.0886,1871793694.2522,1946665442.0223,2024532059.7032,2105513342.0913,2189733875.7749,11938040042.9325
01. Energy efficiency,01c. Industrial efficiency,Industrial efficiency,LSE Navigator,IN,903290,Parts and accessories for automatic controls,Thermostats,"Optical, photo, & film equipment; medical instruments",18903290,1555874474,81944720,0.690163424,6182026224,6693266840,1752730172,1590075346,0.261865,0.257209,0.006764,0.007027,0.025831,0.027321,45275493,43442392,0.336170386,0.702596658,0.152981439,0.121448026,,N,0.0400,6429307272.9600,6686479563.8784,6953938746.4335,7232096296.2909,7521380148.1425,7822235354.0682,8135124768.2309,8460529758.9602,44335034.9923,46108436.3920,47952773.8477,49870884.8016,51865720.1937,53940349.0014,56097962.9615,58341881.4799,318069572.2857,1668643422.2843,1735389159.1756,1804804725.5427,1876996914.5644,1952076791.1469,2030159862.7928,2111366257.3045,2195820907.5967,11971225458.9480
01. Energy efficiency,01c. Industrial efficiency,Industrial efficiency,LSE Navigator,IN,902690,Parts of equipment to measure or check fluid variable,Gas and Liquid Flow Measuring Instruments,"Optical, photo, & film equipment; medical instruments",18902690,1411244990,100984727,1.267260503,5191282563,5000866321,1616758037,1574106754,0.323296,0.303221,0.007155,0.006585,0.022131,0.021715,35780443,34182317,0.318617754,0.658339665,0.077834283,0.084360627,,N,0.0400,5398933865.5200,5614891220.1408,5839486868.9464,6073066343.7043,6315988997.4525,6568628557.3506,6831373699.6446,7104628647.6304,37089082.9107,38572646.2271,40115552.0762,41720174.1592,43388981.1256,45124540.3706,46929521.9854,48806702.8649,266085472.5819,1691261271.7805,1758911722.6517,1829268191.5578,1902438919.2201,1978536475.9889,2057677935.0285,2139985052.4296,2225584454.5268,12133491028.7518
01. Energy efficiency,01c. Industrial efficiency,Industrial efficiency,LSE Navigator,IN,903281,Hydraulic and pneumatic automatic controls,Thermostats,"Optical, photo, & film equipment; medical instruments",18903281,1187151733,85481362,1.070549125,2512541396,2295441088,1681133123,1789474249,0.732379,0.712217,0.002944,0.002207,0.004020,0.003098,6757352,5544267,0.291410798,0.220624686,0.251334397,0.288308157,,N,0.0400,2613043051.8400,2717564773.9136,2826267364.8701,2939318059.4650,3056890781.8436,3179166413.1173,3306333069.6420,3438586392.4277,6729175.4207,6998342.4375,7278276.1350,7569407.1804,7872183.4676,8187070.8064,8514553.6386,8855135.7842,48276627.0122,1887395694.3017,1962891522.0737,2041407182.9567,2123063470.2750,2207986009.0860,2296305449.4494,2388157667.4274,2483683974.1245,13540603753.3188
01. Energy efficiency,01c. Industrial efficiency,Industrial efficiency,LSE Navigator,IN,841960,Machinery for liquefying air or other gases,Other Heating Machinery,"Machinery, mechanical appliances, & parts",16841960,131682462,2927594,0.227592744,1392896896,1754851024,265599543,271761830,0.151352,0.195105,0.001249,0.001164,0.008251,0.005965,2191496,1621115,0.235433984,0.116363841,0.421559126,0.120288685,,N,0.0400,1448612771.8400,1506557282.7136,1566819574.0221,1629492356.9830,1694672051.2624,1762458933.3129,1832957290.6454,1906275582.2712,1747509.3161,1817409.6887,1890106.0763,1965710.3193,2044338.7321,2126112.2814,2211156.7726,2299603.0435,12537027.2252,250941095.5191,260978739.3398,271417888.9134,282274604.4700,293565588.6488,305308212.1947,317520540.6825,330221362.3098,1800308197.2192
01. Energy efficiency,01a. Building insulation,Insulation,LSE Navigator,IN,392030,Non-cellular styrene polymers sheets,Raw Plastic Sheeting,Plastics & articles thereof,7392030,1325125634,78252945,0.829691857,2579559645,2668907280,1564385217,1523723828,0.586152,0.590691,0.042468,0.038730,0.072453,0.065567,113344279,99906166,0.362503258,3.87230816,0.070915439,0.065652247,,N,0.0400,2682742030.8000,2790051712.0320,2901653780.5133,3017719931.7338,3138428729.0032,3263965878.1633,3394524513.2898,3530305493.8214,108917115.8334,113273800.4667,117804752.4854,122516942.5848,127417620.2882,132514325.0997,137814898.1037,143327494.0278,781396032.5895,1578583632.1667,1641726977.4534,1707396056.5515,1775691898.8136,1846719574.7661,1920588357.7568,1997411892.0670,2077308367.7497,11325116147.7046
01. Energy efficiency,01a. Building insulation,Insulation,LSE Navigator,IN,680690,Mineral heat or sound insulating materials & articles,Rock Wool,"Stone, plaster, cement, asbestos, mica.",13680690,836790282,39582792,1.028542852,1934205435,1926682206,943036349,955194548,0.489461,0.493843,0.028209,0.033468,0.057632,0.067771,54349502,64734161,0.378048512,3.346217122,0.089602208,0.086611902,,N,0.0400,2011573652.4000,2092036598.4960,2175718062.4358,2262746784.9333,2353256656.3306,2447386922.5838,2545282399.4872,2647093695.4667,62033860.0376,64515214.4392,67095823.0167,69779655.9374,72570842.1749,75473675.8619,78492622.8964,81632327.8122,445044947.6994,988994877.6949,1028554672.8027,1069696859.7148,1112484734.1034,1156984123.4675,1203263488.4062,1251394027.9424,1301449789.0601,7095273022.6944
01. Energy efficiency,01a. Building insulation,Insulation,LSE Navigator,IN,701990,"Glass fibres, glass wool and articles thereof nes",Glass Fibers,Glass & glassware,13701990,1831518064,52842817,0.11069351,5270092851,3280245622,952804748,1668217607,0.290468,0.316544,0.007041,0.022234,0.024242,0.070240,23097476,117176378,0.336267562,2.22302832,0.039553458,0.083237252,,N,0.0400,5480896565.0400,5700132427.6416,5928137724.7473,6165263233.7372,6411873763.0866,6668348713.6101,6935082662.1545,7212485968.6407,80228271.0650,83437401.9076,86774897.9839,90245893.9033,93855729.6594,97609958.8458,101514357.1996,105574931.4876,575575769.0796,1663484319.4752,1730023692.2542,1799224639.9444,1871193625.5421,1946041370.5638,2023883025.3864,2104838346.4018,2189031880.2579,11934212888.0964
01. Energy efficiency,01a. Building insulation,Insulation,LSE Navigator,IN,701931,Mats of glass fibres,Glass Fibers,Glass & glassware,13701931,547715622,35893553,0.249205682,1486107973,878685778,331385905,453227601,0.377138,0.304976,0.010955,0.021737,0.029048,0.071275,9626114,32303949,0.354913656,2.17334386,0.036816829,0.11368996,,N,0.0400,1545552291.9200,1607374383.5968,1671669358.9407,1738536133.2983,1808077578.6302,1880400681.7754,1955616709.0465,2033841377.4083,25263914.0456,26274470.6074,27325449.4317,28418467.4089,29555206.1053,30737414.3495,31966910.9235,33245587.3604,181249035.5794,527121697.6874,548206565.5949,570134828.2187,592940221.3475,616657830.2014,641324143.4094,666977109.1458,693656193.5116,3781690325.8344
01. Energy efficiency,01a. Building insulation,Insulation,LSE Navigator,IN,392111,Cellular styrene polymers sheets,Other Plastic Sheetings,Plastics & articles thereof,7392111,1210663581,41960336,0.128041346,1910362800,1720290717,1116731531,1206235752,0.649153,0.631417,0.024487,0.015250,0.037721,0.024152,42124131,29133241,0.365452598,1.524741221,0.048861228,0.059532332,,N,0.0400,1986777312.0000,2066248404.4800,2148898340.6592,2234854274.2856,2324248445.2570,2417218383.0673,2513907118.3900,2614463403.1256,39474030.8213,41052992.0541,42695111.7363,44402916.2058,46179032.8540,48026194.1682,49947241.9349,51945131.6123,283195628.5114,1272103615.8251,1322987760.4581,1375907270.8764,1430943561.7115,1488181304.1799,1547708556.3471,1609616898.6010,1674001574.5451,9126359166.2611
01. Energy efficiency,01a. Building insulation,Insulation,LSE Navigator,IN,392113,Cellular polyurethane sheets,Other Plastic Sheetings,Plastics & articles thereof,7392113,2355530540,142873735,0.195563159,5536583723,5438654326,2784365214,2754647661,0.511958,0.497536,0.015233,0.013778,0.029755,0.027692,82848308,76282228,0.362100879,1.377541497,0.063281392,0.071614657,,N,0.0400,5758047071.9200,5988368954.7968,6227903712.9887,6477019861.5082,6736100655.9686,7005544682.2073,7285766469.4956,7577197128.2754,83523605.1895,86864549.3971,90339131.3730,93952696.6279,97710804.4930,101619236.6728,105684006.1397,109911366.3853,599217241.6917,2906357303.4349,3022611595.5723,3143516059.3952,3269256701.7710,3400026969.8419,3536028048.6356,3677469170.5810,3824567937.4042,20850864887.6289
01. Energy efficiency,01a. Building insulation,Insulation,LSE Navigator,IN,700800,Multiple-walled insulating units of glass,Insulating Glass,Glass & glassware,13700800,996449867,26878287,0.358589903,2471088869,2336944471,1347681674,1396765476,0.576685,0.565243,0.014558,0.012816,0.025245,0.022674,34021942,31670489,0.383152804,1.281414392,0.075704787,0.079020888,,N,0.0400,2569932423.7600,2672729720.7104,2779638909.5388,2890824465.9204,3006457444.5572,3126715742.3395,3251784372.0331,3381855746.9144,35175579.7012,36582602.8893,38045907.0048,39567743.2850,41150453.0164,42796471.1371,44508329.9826,46288663.1819,252357567.6079,1467339255.7470,1526032825.9769,1587074139.0160,1650557104.5766,1716579388.7597,1785242564.3101,1856652266.8825,1930918357.5578,10527023821.1026
01. Energy efficiency,01a. Building insulation,Insulation,LSE Navigator,IN,540500,"Artif monofilament >67dtex t<1mm, strip, straws t<5mm",Artificial Monofilament,Man-made filaments,11540500,4646016,17106,,22053409,22482768,5964234,5494112,0.265280,0.249128,0.004789,0.011328,0.018052,0.045470,107669,249816,0.316497646,1.13257693,0.127673246,0.142406869,,N,0.0400,22935545.3600,23852967.1744,24807085.8614,25799369.2958,26831344.0677,27904597.8304,29020781.7436,30181613.0133,184822.9856,192215.9050,199904.5412,207900.7228,216216.7517,224865.4218,233860.0387,243214.4402,1325961.9165,5899111.6824,6135076.1497,6380479.1957,6635698.3636,6901126.2981,7177171.3500,7464258.2040,7762828.5322,42321561.9437
